article_id,date,week,headline,url,lead_paragraph,anticipation,sadness,joy,negative,trust,positive,surprise,disgust,anger,fear
nyt://article/4b1de22e-373c-52f0-b5e0-61a853dfd7af,2019/6/28,2019-26,b'What I Learned Poking Around Amazon\xe2\x80\x99s Bookstore',https://www.nytimes.com/2019/06/28/reader-center/amazon-counterfeit-book-browsing.html,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",0.05,0,0,0,0,0,0,0,0,0
nyt://article/5a1d418e-0c82-5bef-8b81-59812f535ecb,2019/7/10,2019-28,b'Amazon HQ2 Is Upending Northern Virginia\xe2\x80\x99s Already Unstable Housing Market',https://www.nytimes.com/2019/07/10/us/politics/amazon-housing-northern-virginia.html,"WASHINGTON — Amazon has yet to break ground in Northern Virginia for its second headquarters, but residents are already turning away persistent speculators, recalculating budgets for down payments on homes and fighting rent increases.",0.029411765,0.029411765,0,0,0,0.029411765,0,0.029411765,0.029411765,0
nyt://article/db9fb70d-586e-54f4-939d-22170f9bc281,2019/7/11,2019-28,b'Where to Stream the \xe2\x80\x9990s Black Film Boom',https://www.nytimes.com/2019/07/11/arts/where-to-stream-the-90s-black-film-boom.html,"Thirty years ago this month, Spike Lee’s hit 1989 film, “Do the Right Thing,” helped bring attention to a then emerging generation of black directors in Hollywood. Recently, The New York Times convened a discussion of six filmmakers — Julie Dash, Ernest Dickerson, Leslie Harris, Darnell Martin, Matty Rich and Theodore Witcher — who were at the center of a black film boom that followed, and who lived with the consequences after it went bust. ",0.013333333,0.013333333,0,0.026666667,0,0.04,0,0,0.04,0
nyt://article/9d27d871-8491-5150-9b07-e3d8a16f2191,2019/7/12,2019-28,b'Judge Clears Way for Amazon and Microsoft to Compete for Giant Pentagon Contract',https://www.nytimes.com/2019/07/12/technology/amazon-oracle-jedi-pentagon.html,"SEATTLE — A federal judge ruled on Friday that Amazon did not unduly influence the shape of one of the largest technology contracts in the Pentagon’s history, setting the stage for the Department of Defense to choose between Amazon and Microsoft for the $10 billion project.",0,0,0,0,0,0.065217391,0,0,0.02173913,0
nyt://article/3a8cd283-de97-51a4-a284-c4db1dff96b7,2019/7/17,2019-29,b'Amazon Faces E.U. Inquiry Over Data From Independent Sellers',https://www.nytimes.com/2019/07/17/technology/amazon-eu.html,"LONDON — Amazon faces a widening inquiry in Europe over whether it unfairly uses data collected from third-party sellers who rely on its platform, the latest move by regulators around the world to curb the growing power of big technology companies.",0,0,0,0,0,0.048780488,0.024390244,0,0,0
nyt://article/03d4b3b1-42d6-55ea-9684-6114a7b53234,2019/7/23,2019-30,"b'How to Get a $5,000 Amazon Credit: Buy a House Through Realogy'",https://www.nytimes.com/2019/07/23/business/amazon-real-estate-turnkey.html,"Over the past year, the decidedly analog business of buying and selling real estate has been upended by a flurry of new money and start-ups trying to usher in a world where homes are bought and sold online. Now, Amazon is creating a partnership that goes in the opposite direction by using its gigantic retail platform to facilitate phone calls with human real estate agents.",0.092307692,0.015384615,0,0,0,0.107692308,0.030769231,0.015384615,0.015384615,0.015384615
nyt://article/68a8c0ed-10be-5106-8893-b23074078c48,2019/7/25,2019-30,b'Amazon Earnings: Impatient Shoppers Help Lift Sales 20 Percent',https://www.nytimes.com/2019/07/25/technology/amazon-earnings-just-how-impatient-are-shoppers.html,SEATTLE — So just how impatient are shoppers? Enough to bolster sales at Amazon.,0,0,0,0,0,0.071428571,0.071428571,0,0.071428571,0
nyt://article/9234edd7-fdef-5d5d-a2ad-aad861bd753d,2019/7/28,2019-30,"b'Amazon Wants to Rule the Grocery Aisles, and Not Just at Whole Foods'",https://www.nytimes.com/2019/07/28/technology/whole-foods-amazon-grocery.html,"SEATTLE — In early 2017, a memo circulated inside Amazon that imagined an ambitious new grocery chain. The document was written like a news release, a common practice for ideas being weighed inside the company, with the title “Grocery Shopping for Everyone.”",0.023809524,0,0,0,0,0.047619048,0,0,0,0
nyt://article/5056efdf-805d-574a-9c94-8d65848c259c,2019/8/1,2019-31,b'EBay Accuses Amazon Managers of Conspiring to Poach Its Sellers',https://www.nytimes.com/2019/08/01/technology/ebay-amazon-lawsuit.html,"SEATTLE — EBay has accused three Amazon managers of illegally conspiring to poach its sellers, escalating a monthslong feud between two of the country’s largest e-commerce companies.",0,0.074074074,0,0,0.037037037,0,0,0,0.074074074,0
nyt://article/3deaedc5-f112-53c0-b1eb-72aa743e2bff,2019/8/7,2019-32,b'FedEx Ends Amazon\xe2\x80\x99s U.S. Ground Deliveries as Retailer Rises as Rival',https://www.nytimes.com/2019/08/07/business/fedex-amazon-shipping.html,"Amazon dominates book sales, online shoe purchases and cloud computing. It owns Whole Foods, the high-end grocery chain, and just got involved in home-buying.",0,0,0,0,0,0,0,0,0,0
nyt://interactive/903e8adb-bc62-57f2-987e-27069b61ed79,2019/8/24,2019-34,b'What Satellite Imagery Tells Us About the Amazon Rain Forest Fires',https://www.nytimes.com/interactive/2019/08/24/world/americas/amazon-rain-forest-fire-maps.html,Maps and images based on satellite data provide clues to how the fires started.,0.071428571,0,0,0,0,0.071428571,0,0,0,0
nyt://article/d9889dc8-559f-5a9c-b2f3-4d9e056bcc8c,2019/8/27,2019-35,b'Who Owns the Amazon?',https://www.nytimes.com/2019/08/27/opinion/macron-bolsonaro-amazon-g7-trump.html,News Update: Brazil rejected the $22 million in Amazon aid pledged at the G7.,0,0,0,0,0,0.071428571,0,0,0.071428571,0
nyt://article/90eaf9f2-a340-5cd2-8e1a-428f1429f0ed,2019/8/28,2019-35,b'Why the Amazon Is Burning',https://www.nytimes.com/2019/08/28/podcasts/the-daily/amazon-rainforest-fires-brazil.html,Listen and subscribe to our podcast from your mobile device: Via Apple Podcasts | Via RadioPublic | Via Stitcher,0,0,0,0,0,0,0.105263158,0,0,0
nyt://article/2e5ee4bf-5d46-51f9-85a8-4552f2a1875e,2019/8/30,2019-35,b'\xe2\x80\x98It\xe2\x80\x99s Really Close\xe2\x80\x99: How the Amazon Rainforest Could Self-Destruct',https://www.nytimes.com/2019/08/30/world/americas/amazon-rainforest-fires-climate.html,"As fires rage across the Amazon, a growing number of scientists are raising the alarm about a nightmare scenario that could see much of the world’s largest rainforest erased from the earth.",0,0.03125,0,0,0.0625,0,0,0.03125,0.09375,0
nyt://article/611636d5-9260-527d-8ad3-768698db9653,2019/9/5,2019-36,b'Amazon Pushes Fast Shipping but Avoids Responsibility for the Human Cost',https://www.nytimes.com/2019/09/05/us/amazon-delivery-drivers-accidents.html,"When she added Gabrielle’s name to the chart in her kitchen, Judy Kennedy could picture the annual ritual. At birthdays she would ask her newest grandchild to stand up straight, heels against the door frame, so she could mark Gabrielle’s height beside that of her other granddaughter in the Maine house the family has lived in since the 1800s.",0.016949153,0,0,0,0,0,0,0,0,0
nyt://article/62bfc443-3665-53bb-b74a-fbe75b8c8a93,2019/9/6,2019-36,b'Amazon Accidentally Released Margaret Atwood\xe2\x80\x99s Top-Secret \xe2\x80\x98Handmaid\xe2\x80\x99s\xe2\x80\x99 Sequel',https://www.nytimes.com/2019/09/05/us/margaret-atwood-amazon-handmaids-tale-sequel.html,"Josh Christie, co-owner of Print: A Bookstore in Portland, Me., has signed many a document before a book’s release. But few have come with as many Gilead-like stipulations as the affidavit for the sequel to “The Handmaid’s Tale.”",0,0,0,0,0,0,0.026315789,0,0,0
nyt://article/125670c4-3ff3-5c87-a492-5005ae05d4f2,2019/9/9,2019-37,"b'Amazon Has 30,000 Open Jobs. Yes, You Read That Right.'",https://www.nytimes.com/2019/09/09/technology/amazon-30000-job-openings.html,"SEATTLE — Engineers in the Bay Area. Advertising managers in Chicago. Freight specialists in Arizona. The job listings keep piling up at Amazon, a company that is growing in many directions amid one of the tightest labor markets in memory.",0.025,0,0,0,0,0.05,0.025,0.025,0,0.025
nyt://article/a1a2d57d-5283-596e-b413-de4d5d66c18e,2019/9/19,2019-38,b'Amazon Accelerates Efforts to Fight Climate Change',https://www.nytimes.com/2019/09/19/technology/amazon-carbon-neutral.html,"WASHINGTON — Amazon committed on Thursday to meeting the goals of the Paris climate agreement 10 years ahead of schedule and be carbon neutral by 2040, in the company’s most ambitious push yet to combat climate change.",0.081081081,0.027027027,0,0,0.027027027,0.081081081,0.027027027,0,0.027027027,0
nyt://article/47657491-b577-574c-91b9-e291d069f37e,2019/9/25,2019-39,b'Amazon Wants Alexa to Move (With You) Far Beyond the Living Room',https://www.nytimes.com/2019/09/25/technology/amazon-alexa-new-devices.html,SEATTLE — Alexa has already made herself at home in kitchens and living rooms. Now Amazon is trying to get her in your ears. And on your face. And in your bathroom.,0,0,0,0,0,0,0,0,0,0
nyt://article/5af0f61f-2589-5f09-8961-fa61bfe9f180,2019/10/16,2019-42,b'How Amazon Has Transformed the Hasidic Economy',https://www.nytimes.com/2019/10/16/nyregion/hasidic-jews-amazon.html,"They are a religious community known for clinging to 18th-century fashions and mores — strict rules that keep men and women apart and constraints on attire, with men favoring black suits and formal hats and women in long sleeves and long skirts.",0,0,0,0.023809524,0,0.023809524,0.047619048,0,0.023809524,0
nyt://article/ce27a8ad-b8de-5672-9013-60e534a64364,2019/10/18,2019-42,b'The Week in Tech: Amazon Muscles In on Seattle Election',https://www.nytimes.com/2019/10/18/technology/amazon-seattle-council-election.html,"Each week, we review the week’s news, offering analysis about the most important developments in the tech industry.",0.111111111,0,0,0,0,0.055555556,0,0,0,0
nyt://article/ef35ce61-51c9-5ab6-842f-5318ddb2ba42,2019/10/24,2019-43,b'Amazon\xe2\x80\x99s Profit Falls Sharply as Company Buys Growth',https://www.nytimes.com/2019/10/24/technology/amazon-earnings.html,SEATTLE — Amazon is back in the business of buying growth.,0,0,0,0,0,0,0,0,0,0
nyt://article/c272e9a2-1c78-5f71-93e4-d2ed4ed83756,2019/10/29,2019-44,b'Amazon Turns to More Free Grocery Delivery to Lift Food Sales',https://www.nytimes.com/2019/10/29/technology/amazon-prime-fresh-whole-foods-grocery-delivery.html,"SEATTLE — Amazon has yet to find the key to unlocking huge grocery sales. Now, the company is trying a new tack: free delivery for more people.",0,0,0,0,0,0.037037037,0.037037037,0,0,0
nyt://article/699834b4-c896-5276-8cbf-344221fb550e,2019/10/30,2019-44,b'Amazon Tests \xe2\x80\x98Soul of Seattle\xe2\x80\x99 With Deluge of Election Cash',https://www.nytimes.com/2019/10/30/us/seattle-council-amazon-democracy-vouchers.html,"SEATTLE — In 2015, Seattle voters approved a plan to foil corporate political contributions, creating “democracy vouchers” that allow residents to assign public campaign funds to local candidates of their choice.",0,0,0,0,0,0.032258065,0.064516129,0,0,0
nyt://article/156eab25-7ac8-5892-ab34-4b558ff1ebaf,2019/11/18,2019-47,b'Brazil Says Amazon Deforestation Is Worst Since 2008',https://www.nytimes.com/aponline/2019/11/18/world/americas/ap-lt-brazil-deforestation.html,"RIO DE JANEIRO — Deforestation in Brazil’s Amazon rainforest is at its worst in more than a decade, a government report said Monday, undermining officials’ claims that concerns by environmentalists have been overblown.",0,0,0,0,0.03030303,0,0,0,0.03030303,0
nyt://article/238ddf03-f941-5dd3-adcb-947900ba14e3,2019/11/20,2019-47,"b'Amazon Uses Aggregated Seller Data to Help Business, It Tells Lawmakers'",https://www.nytimes.com/reuters/2019/11/19/business/19reuters-usa-antitrust-amazon-com.html,"WASHINGTON — Amazon.com Inc uses ""aggregated data"" from sellers in its third-party marketplace to improve its overall business, the online retailer said in response to a congressional antitrust probe that could raise concerns with such sellers.",0.027777778,0,0,0,0,0.027777778,0.027777778,0,0,0.027777778
nyt://article/093b4c32-8cca-59b5-8eb0-9bc1f9a35599,2019/11/23,2019-47,b'Amazon Sues Pentagon Over $10B Contract Awarded to Microsoft',https://www.nytimes.com/aponline/2019/11/22/business/ap-us-amazon-war-cloud-protest.html,WASHINGTON — Amazon is suing the Pentagon over a $10 billion cloud-computing contract awarded to Microsoft.,0,0,0,0,0,0,0,0,0,0
nyt://article/313aa19f-5d62-52fd-b30e-750e9987585c,2019/11/23,2019-47,"b""Amazon Files Lawsuit Contesting Pentagon's $10 Billion Cloud Contract to Microsoft""",https://www.nytimes.com/reuters/2019/11/22/business/22reuters-amazon-com-pentagon-microsoft.html,(Reuters) - Amazon.com Inc filed a lawsuit in a federal U.S. court on Friday contesting the U.S. Defense Department's decision last month to award a Pentagon cloud computing contract worth up to $10 billion to rival bidder Microsoft Corp.,0.025641026,0.051282051,0.025641026,0.025641026,0.051282051,0.051282051,0.051282051,0.051282051,0.025641026,0.025641026
nyt://interactive/d999ea9c-6a29-51f3-bcf3-6c1b057c57b2,2019/11/25,2019-48,b'100 Notable Books of 2019',https://www.nytimes.com/interactive/2019/books/notable-books.html,"The year’s notable fiction, poetry and nonfiction, selected by the editors of The New York Times Book Review.",0.055555556,0,0,0,0,0.055555556,0,0,0,0.055555556
nyt://article/eecc69a7-3263-58c5-bb0f-d5725dae4b75,2019/11/26,2019-48,b'Ad Business a Boon for Amazon but a Turn-Off for Shoppers',https://www.nytimes.com/aponline/2019/11/26/business/ap-us-amazon-ads-everywhere.html,NEW YORK — Mike Maddaloni went to Amazon.com knowing exactly what he wanted to buy.,0,0,0,0,0,0.066666667,0,0,0,0
nyt://article/6555d72b-9b68-5416-a727-37b7d0f4e042,2019/11/26,2019-48,b'Activists Build a Grass-Roots Alliance Against Amazon',https://www.nytimes.com/2019/11/26/technology/amazon-grass-roots-activists.html,SAN FRANCISCO — Amazon flourished over its first two decades with little opposition and less scrutiny. A new coalition and a report unveiled on Tuesday make clear that era is over.,0,0.032258065,0,0,0,0.032258065,0,0,0.032258065,0
