article_id,date,week,headline,url,lead_paragraph,anticipation,sadness,joy,negative,trust,positive,surprise,disgust,anger,fear
nyt://article/3300c40e-e348-510a-bddb-c3a72b9a9421,2019/8/19 0:00,2019-34,b'Fact-Checking Trump\xe2\x80\x99s Claim That Google \xe2\x80\x98Manipulated\xe2\x80\x99 Millions of Votes for Clinton',https://www.nytimes.com/2019/08/19/us/politics/google-votes-election-trump.html,"Mr. Trump lost the popular vote by almost 2.9 million in the 2016 election and has long attributed this loss to baseless claims of voter fraud. Now Mr. Trump suggests that he would have lost the popular vote by a much smaller margin, or even won it, were it not for Google’s machinations. ",0.037735849,0.056603774,0,0.094339623,0.018867925,0.037735849,0.056603774,0.037735849,0.113207547,0.037735849
nyt://article/03ee9dc1-3053-56a2-b0ac-4dae00d16163,2019/8/21 0:00,2019-34,"b'Hi, Alexa. How Do I Stop You From Listening In On Me?'",https://www.nytimes.com/2019/08/21/technology/personaltech/alexa-siri-google-assistant-listen.html,"Many of us ask the digital companions in our homes, whether it’s Amazon’s Alexa, Apple’s Siri or Google Assistant, to handle innocuous tasks like setting a timer and playing music. ",0,0,0,0,0,0.033333333,0,0,0,0
nyt://article/8114e676-5af0-5f6b-8955-83bbd8477a86,2019/8/27 0:00,2019-35,b'How to Organize a Walkout',https://www.nytimes.com/2019/08/27/magazine/how-to-organize-a-walkout.html,"“You need to create connections with your co-workers,” says Meredith Whittaker, a lead organizer of the November protest in which some 20,000 Google employees walked out of offices around the world. Know your colleagues; build trust; get together to articulate common concerns and a shared vision of change. Avoid detection by doing these things in person or over encrypted messenger apps like Signal. Organizing a robust worker movement can take years. “It’s like building muscle,” Whittaker says.",0.012987013,0,0,0,0,0.103896104,0.012987013,0,0,0.012987013
nyt://article/604fcf33-3022-525b-a8fc-c3af92da49e1,2019/9/8 0:00,2019-36,b'How Each Big Tech Company May Be Targeted by Regulators',https://www.nytimes.com/2019/09/08/technology/antitrust-amazon-apple-facebook-google.html,"Amazon, Apple, Facebook and Google have been the envy of corporate America, admired for their size, influence and remarkable growth.",0.05,0,0,0,0,0.1,0,0.05,0.05,0.05
nyt://article/6ad9f901-f260-56cc-b874-45968e5f418e,2019/9/12 0:00,2019-37,b'Google Settles With U.S. Over Workers\xe2\x80\x99 Complaints It Stifled Dissent',https://www.nytimes.com/2019/09/12/technology/google-settlement-nlrb.html,"WASHINGTON — Google said Thursday that it had reached a settlement with the National Labor Relations Board over complaints from multiple employees who say the company has stymied dissent, including one who has said he was fired for being an outspoken conservative.",0,0,0,0,0,0.023809524,0,0,0,0
nyt://article/35c2205a-8071-50f8-9e50-a2b158b233bf,2019/9/12 0:00,2019-37,b'Google Says a Change in Its Algorithm Will Highlight \xe2\x80\x98Original Reporting\xe2\x80\x99',https://www.nytimes.com/2019/09/12/business/media/google-algorithm-original-reporting.html,"After weeks of reporting, a journalist breaks a story. Moments after it goes online, another media organization posts an imitative article recycling the scoop that often grabs as much web traffic as the original.",0.029411765,0,0,0,0,0.058823529,0.029411765,0.029411765,0,0.029411765
nyt://article/da54a702-a640-543d-8315-29bc00906198,2019/9/9 0:00,2019-37,b'Google Antitrust Investigation Outlined by State Attorneys General',https://www.nytimes.com/2019/09/09/technology/google-antitrust-investigation.html,The state attorneys general from four dozen states officially declared on Monday that they were beginning investigations into the market power and corporate behavior of big tech companies.,0.035714286,0,0,0,0,0.035714286,0,0,0,0
nyt://article/b0f33927-e0a9-56a5-a917-0797727c8cfd,2019/9/24 0:00,2019-39,b'\xe2\x80\x98Right to Be Forgotten\xe2\x80\x99 Privacy Rule Is Limited by Europe\xe2\x80\x99s Top Court',https://www.nytimes.com/2019/09/24/technology/europe-google-right-to-be-forgotten.html,"LONDON — Europe’s highest court limited the reach of the landmark online privacy law known as “right to be forgotten” on Tuesday, restricting people’s ability to control what information is available about them on the internet.",0.055555556,0.055555556,0,0.027777778,0.055555556,0.083333333,0.055555556,0.027777778,0.055555556,0.027777778
nyt://article/d59a35a5-861b-57e8-b95f-36a6367dac31,2019/10/2 0:00,2019-40,b'How to Set Your Google Data to Self-Destruct',https://www.nytimes.com/2019/10/02/technology/personaltech/google-data-self-destruct-privacy.html,"Last year you may have been addicted to Beyoncé. But nowadays you’re more into Lizzo. You also once went through a phase of being obsessed with houseplants, but have lately gotten into collecting ballpoint pens.",0,0,0,0,0,0,0,0,0,0
nyt://article/bf792289-d234-51c7-842b-cf3bb96adf1b,2019/10/4 0:00,2019-40,b'Atlanta Asks Google Whether It Targeted Black Homeless People',https://www.nytimes.com/2019/10/04/technology/google-facial-recognition-atlanta-homeless.html,Atlanta officials are seeking answers from Google after a news report said that company contractors had sought out black homeless people in the city to scan their faces to improve Google’s facial-recognition technology.,0.03030303,0.03030303,0.03030303,0.060606061,0.03030303,0.03030303,0.060606061,0,0.060606061,0.03030303
nyt://article/b6125c95-c322-5ea2-a5c8-52e1ad958f21,2019/10/15 0:00,2019-42,b'Word + Quiz: ad hominem',https://www.nytimes.com/2019/10/15/learning/word-quiz-ad-hominem.html,_________,0,0,0,0,0,0,0,0,0,0
nyt://article/7fc17282-6b9f-5f5e-84bc-7bf49a9d15a7,2019/10/21 0:00,2019-43,b'Pixel 4 Review: Google Needs to Do More to Stand Out',https://www.nytimes.com/2019/10/21/technology/personaltech/pixel-4-review.html,Google’s new Pixel 4 phones will reach stores this week. Apple’s new iPhone 11s debuted last month. The question is: Will you be able to tell the difference between the smartphones?,0,0,0,0,0,0.032258065,0,0,0,0
nyt://article/16a79f69-278a-5b54-b794-7d7722f47422,2019/10/23 0:00,2019-43,b'Google Claims a Quantum Breakthrough That Could Change Computing',https://www.nytimes.com/2019/10/23/technology/quantum-computing-google.html,"SANTA BARBARA, Calif. — Google said on Wednesday that it had achieved a long-sought breakthrough called “quantum supremacy,” which could allow new kinds of computers to do calculations at speeds that are inconceivable with today’s technology.",0,0,0,0,0,0,0,0,0,0
nyt://article/3dda4bfd-3544-5436-9376-03a5b4f6cd0d,2019/10/31 0:00,2019-44,b'Google Wants Safeguards for Information in Antitrust Fight',https://www.nytimes.com/2019/10/31/business/google-antitrust-case.html,"SEATTLE — Google fired its opening salvo in what is expected to be a protracted antitrust fight with four dozen states, demanding more protections before it hands over confidential business documents sought by investigators.",0.029411765,0.029411765,0,0,0.029411765,0,0.029411765,0,0.058823529,0
nyt://article/d9c8af2c-3f04-5de3-a478-3984bcbacb90,2019/11/1 0:00,2019-44,b'Google to Buy Fitbit for $2.1 Billion',https://www.nytimes.com/2019/11/01/technology/google-fitbit.html,"SEATTLE — Google said on Friday that it was buying Fitbit, the maker of fitness-tracking devices, in a $2.1 billion deal that closes the gap with Apple in the growing market for wearable electronics. But the deal raises concerns that the internet company is gaining private health information about its users.",0.039215686,0,0,0,0,0.078431373,0.039215686,0.039215686,0.019607843,0.039215686
nyt://article/c4120319-cc9d-57dc-beb0-124bd6086b88,2019/10/28 0:00,2019-44,"b'Google, in Rare Stumble, Posts 23% Decline in Profit'",https://www.nytimes.com/2019/10/28/technology/google-alphabet-earnings.html,"SEATTLE — Alphabet, the parent company of Google, said on Monday that its quarterly profit fell 23 percent after it sharply increased spending, in a rare financial stumble by the tech giant. ",0,0,0,0.03125,0,0,0,0,0.0625,0
nyt://article/21f477ff-d453-5fae-ac4b-b92bcd351f84,2019/10/29 0:00,2019-44,"b'Google Misled Consumers Over Location Tracking, Australia Says'",https://www.nytimes.com/2019/10/29/world/australia/australia-google-location.html,"SYDNEY, Australia — Australian regulators on Tuesday accused Google of misleading consumers about its collection of their personal location information through its Android mobile operating system, the latest government action against a tech company over its handling of vast quantities of user data.",0.023255814,0.046511628,0.023255814,0,0.046511628,0.046511628,0.023255814,0,0.069767442,0
nyt://article/70b85b7d-0ce4-5708-815a-6f14f69cb040,2019/10/30 0:00,2019-44,b'Why Google\xe2\x80\x99s Quantum Supremacy Milestone Matters',https://www.nytimes.com/2019/10/30/opinion/google-quantum-computer-sycamore.html,"Google officially announced last week in the journal Nature that it achieved the milestone of “quantum supremacy.” This phrase, coined by the physicist John Preskill in 2012, refers to the first use of a quantum computer to make a calculation much faster than we know how to do it with even the fastest supercomputers available. The calculation doesn’t need to be useful: much like the Wright Flyer in 1903, or Enrico Fermi’s nuclear chain reaction in 1942, it only needs to prove a point.",0.011904762,0,0,0,0,0.011904762,0.023809524,0,0,0
nyt://article/7f5867d8-7e34-5878-899f-0dcf40cc33a5,2019/11/7 0:00,2019-45,b'Alphabet Board Investigates Sexual Misconduct Accusations',https://www.nytimes.com/2019/11/06/technology/google-sexual-harassment-lawsuits.html,"SEATTLE — Alphabet’s board of directors is investigating allegations of sexual misconduct and inappropriate relationships by current and former executives as part of its legal defense against shareholder lawsuits over its handling of the matters, according to documents viewed by The New York Times.",0.022727273,0.045454545,0.045454545,0.022727273,0.022727273,0.045454545,0.045454545,0,0.045454545,0
nyt://article/2e5a5213-d054-57b3-b586-a906cebd383a,2019/11/15 0:00,2019-46,b'Supreme Court to Hear Google and Oracle Copyright Case',https://www.nytimes.com/2019/11/15/us/supreme-court-google-oracle.html,WASHINGTON — The Supreme Court on Friday agreed to decide whether Google should have to pay Oracle billions of dollars in a long-running copyright infringement lawsuit over software used to run many of the world’s smartphones.,0.055555556,0.027777778,0.027777778,0.027777778,0.027777778,0.055555556,0.027777778,0.027777778,0.055555556,0.027777778
nyt://article/55b3c7ad-9404-5e7d-b281-a80f6b528542,2019/11/12 0:00,2019-46,b'Google to Store and Analyze Millions of Health Records',https://www.nytimes.com/2019/11/11/business/google-ascension-health-data.html,"In a sign of Google’s major ambitions in the health care industry, the search giant is working with the country’s second-largest hospital system to store and analyze the data of millions of patients in an effort to improve medical services, the two organizations announced on Monday. ",0.086956522,0,0,0.02173913,0.065217391,0.130434783,0.065217391,0,0,0.02173913
nyt://article/fcc124ae-f07a-519d-b46b-6c4acb86f989,2019/11/11 0:00,2019-46,"b'Europe Is Toughest on Big Tech, Yet Big Tech Still Reigns'",https://www.nytimes.com/2019/11/11/business/europe-technology-antitrust-regulation.html,LONDON — Richard Stables should have felt vindicated when the European Union announced a $2.7 billion fine in 2017 against Google for breaking antitrust laws. He had raised alarms about the search giant’s power for years. ,0,0,0,0,0,0.027777778,0,0,0,0
nyt://article/c14b973f-9dc6-58c1-937b-9ca78234b506,2019/11/13 0:00,2019-46,"b'Google Makes a Bid for Banking, Where Tech Firms Go to Stumble'",https://www.nytimes.com/2019/11/13/business/google-banking-checking-account.html,"Google already has a valuable stash of your digital data. Now it wants your cash, too.",0,0,0,0,0,0.0625,0,0,0,0
nyt://article/515ec4ac-4d2a-59c7-b98c-f8c179c3986b,2019/11/20 0:00,2019-47,b'Google Hires Firm Known for Anti-Union Efforts',https://www.nytimes.com/2019/11/20/technology/Google-union-consultant.html,"Google has hired an anti-union consulting firm to advise management as it deals with widespread worker unrest, including accusations that it has retaliated against organizers of a global walkout and cracked down on dissent inside the company.",0.054054054,0.027027027,0,0,0.027027027,0.108108108,0,0,0.027027027,0
nyt://article/f9b87bb7-5ddb-5dda-99a7-d39b717bee31,2019/11/21 0:00,2019-47,b'U.S. Lawmakers Question Google About Collection of Health Records',https://www.nytimes.com/reuters/2019/11/20/business/20reuters-google-health-congress.html,WASHINGTON — U.S. Presidential candidate Elizabeth Warren along with fellow Senators Richard Blumenthal and Bill Cassidy wrote a letter to Alphabet's Google on Wednesday to raise questions about its access to the health records of tens of millions of Americans.,0.025,0,0,0,0,0.05,0.025,0,0,0
nyt://article/a189873b-e6e0-5d38-ab5d-1a25c2888a83,2019/11/21 0:00,2019-47,"b'Google Bars Elections Ads From Using Political Leanings, Voter Data'",https://www.nytimes.com/reuters/2019/11/20/business/20reuters-alphabet-google-advertising.html,"(Reuters) - Alphabet Inc's Google will stop giving advertisers the ability to target election ads using data such as public voter records and general political affiliations, the company said in a blog post on Wednesday. ",0.028571429,0,0,0,0,0.114285714,0.028571429,0,0,0
nyt://article/dac7583b-a0bb-5b3e-acbd-60b710873aa0,2019/11/21 0:00,2019-47,b'Google Reins in Political Advertising',https://www.nytimes.com/aponline/2019/11/20/business/bc-us-google-political-ads.html,SAN FRANCISCO — Google is making it harder for political advertisers to target specific types of people.,0,0,0,0,0,0,0,0,0,0
nyt://article/a8fb3039-f7d9-553a-864a-f7462c45f3fb,2019/11/18 0:00,2019-47,b'Google Stadia Wants You to Replace Your Video Game Console. Don\xe2\x80\x99t.',https://www.nytimes.com/2019/11/18/technology/personaltech/google-stadia-review.html,"Wouldn’t it be great if video game consoles went away and we could play games on any device? After all, the games — not the machines — are what we care about.",0,0,0,0,0,0,0,0,0,0
nyt://article/7f8830ac-2b2c-5357-9ccd-435f9b56950c,2019/11/19 0:00,2019-47,"b""Muted Launch for Google's Game-Streaming Service Stadia""",https://www.nytimes.com/aponline/2019/11/19/business/ap-us-google-video-game-streaming.html,"NEW YORK — Google’s new game-streaming service Stadia demonstrates the possibilities of gaming from the cloud, but experts say it’s hindered by a lack of compelling video games and a convoluted pricing scheme.",0,0,0,0,0,0.03030303,0,0,0.03030303,0
nyt://article/a8bb8a4b-2eed-57fc-9425-b7f03cc39389,2019/11/22 0:00,2019-47,b'Google Changed Its Political Ad Policy. Will Facebook Be Next?',https://www.nytimes.com/2019/11/22/opinion/google-political-ads.html,"This was a bad week for the head of the Trump campaign, Brad Parscale, but not because of the blockbuster testimony of America’s ambassador to the European Union, Gordon Sondland, in the impeachment hearings linking his boss to the pay-for-play scheme in Ukraine.",0.046511628,0.023255814,0.023255814,0.023255814,0.023255814,0.023255814,0,0,0.069767442,0
nyt://article/965187be-05cf-521d-a682-157e4f2c50da,2019/11/22 0:00,2019-47,b'Campaigns Say Google Ad Policy Sidesteps Problem of Disinformation',https://www.nytimes.com/2019/11/21/us/politics/google-ads-disinformation.html,"Google’s new restrictions on political advertising, following an outright ban on such ads by Twitter, amount to a one-two punch on 2020 campaigns: The online platforms are creating a big new headache for them, while failing to address a different problem they fear most.",0,0.068181818,0,0.068181818,0.090909091,0,0.022727273,0.022727273,0.136363636,0
nyt://article/8cf25f80-9b70-529f-9893-995b08157f5a,2019/11/19 0:00,2019-47,b'Google\xe2\x80\x99s Do-Good Arm Tries to Make Up for Everything Else',https://www.nytimes.com/aponline/2019/11/19/business/bc-eu-france-google.html,PARIS — Google’s head of philanthropy says the company is having “a lot of conversations” internally amid worries about the tech giant’s bottomless appetite for consumer data and how it uses its algorithms.,0,0,0,0,0.03030303,0.03030303,0,0,0,0
nyt://article/64b3c2de-440e-5e7b-bb6d-3736843b8159,2019/11/19 0:00,2019-47,"b'U.S. Congress Seeks Answers on Patient Privacy in Google, Ascension Cloud Deal'",https://www.nytimes.com/reuters/2019/11/18/business/18reuters-alphabet-ascension-health.html,SAN FRANCISCO — Four Democratic leaders on the U.S. House of Representatives Energy and Commerce committee on Monday wrote Alphabet Inc's Google and Ascension Health demanding briefings by Dec. 6 on how patient data the hospital chain is storing on the cloud is used.,0.045454545,0,0,0.022727273,0.022727273,0.022727273,0.022727273,0,0.022727273,0
nyt://article/173a18fb-d438-59f5-b9c2-2aa3301f62eb,2019/11/21 0:00,2019-47,b'Google to Let Sites Block Personalized Ads Under California Privacy Law',https://www.nytimes.com/reuters/2019/11/21/business/20reuters-alphabet-google-privacy.html,"SAN FRANCISCO — Websites and apps using Google's advertising tools will be able to block personalized ads to internet users in California and elsewhere as part of the Alphabet Inc unit's effort to help them comply with the state's new privacy law, it told clients this week.",0,0,0,0,0,0.021276596,0,0,0,0
nyt://article/b396f3f7-78b4-55e6-b69f-7ffcb1b1830c,2019/11/20 0:00,2019-47,b'Google Policy Change Upends Online Plans for 2020 Campaigns',https://www.nytimes.com/2019/11/20/technology/google-political-ads-targeting.html,"SAN FRANCISCO — Google will restrict how precisely political advertisers can target an audience on its online services, the company announced on Wednesday in a move that shook up the digital plans for campaigns during the 2020 presidential election.",0,0,0,0.025641026,0,0,0.025641026,0,0.025641026,0
nyt://article/5927e7cf-fd46-5f68-b25a-2531c1841456,2019/11/19 0:00,2019-47,"b'Google, Facebook, Amazon and Apple Offer Defense in Congressional Antitrust Probe'",https://www.nytimes.com/reuters/2019/11/19/business/19reuters-usa-tech-antitrust.html,"WASHINGTON/SAN FRANCISCO — Four top U.S. tech companies, Alphabet's Google, Facebook, Amazon.com and Apple, responded to questions from a congressional committee by defending their practices and declining to answer some questions.",0.064516129,0,0,0,0,0.064516129,0.032258065,0,0.032258065,0
nyt://article/47bac311-35d8-53a1-a44e-083fe38fceb8,2019/11/26 0:00,2019-48,b'Google Fires 4 Workers Active in Labor Organizing',https://www.nytimes.com/2019/11/25/technology/google-fires-workers.html,"SAN FRANCISCO — Google on Monday fired four employees who had been active in labor organizing at the company, according to a memo that was seen by The New York Times.",0.032258065,0,0,0,0,0.032258065,0.032258065,0.032258065,0,0.032258065
nyt://article/92e92912-90ea-5fb6-8502-487f8e08e1b2,2019/11/26 0:00,2019-48,"b'Trump Campaign, GOP Groups Attack Google\xe2\x80\x99s New Ad Policy'",https://www.nytimes.com/aponline/2019/11/26/business/bc-us-trump-google.html,WASHINGTON — President Donald Trump’s reelection campaign and other Republican election groups criticized tech giant Google on Tuesday for making it harder for political advertisers to target specific types of people.,0,0,0,0,0.032258065,0,0,0,0,0
